Revenue Item Sales Report
"Jan 14, 2020 12:00 am - Jan 14, 2020 11:59 pm"
"Requested on: Apr 16, 2020 4:54 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,$969.15
Net Sales,$874.68
COGS,$0.00
Gross Profit,$756.03
Gross Profit Margin,86.44%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
Combination de Dos,10,0,$105.50,$0.00,-$0.00,$105.50,12.06%,$10.55,$0.00,$105.50
House Margarita,16,0,$118.00,-$24.00,-$0.00,$94.00,10.75%,$5.88,$0.00,$94.00
Taco Tuesday,16,0,$80.00,$0.00,-$0.00,$80.00,9.15%,$5.00,$0.00,$80.00
Parrilla Para Dos,1,0,$39.95,$0.00,-$0.00,$39.95,4.57%,$39.95,$0.00,$39.95
Camarones Costa Azul,2,0,$39.90,$0.00,-$0.00,$39.90,4.56%,$19.95,$0.00,$39.90
Cadillac Margarita,2,0,$32.00,$0.00,-$0.00,$32.00,3.66%,$16.00,$0.00,$32.00
Patron,3,0,$30.00,$0.00,-$0.00,$30.00,3.43%,$10.00,$0.00,$30.00
Mercadito Margarita Don Julio,2,0,$28.00,$0.00,-$0.00,$28.00,3.20%,$14.00,$0.00,$28.00
Modelo Especial,4,0,$29.00,-$2.00,-$0.00,$27.00,3.09%,$6.75,$0.00,$0.00
Long Island Iced Tea,2,0,$18.00,$0.00,-$0.00,$18.00,2.06%,$9.00,$0.00,$0.00
Carne Asada Plate,2,0,$35.90,-$17.95,-$0.00,$17.95,2.05%,$8.98,$0.00,$17.95
Tequila Shrimp Fettuccini,1,0,$17.95,$0.00,-$0.00,$17.95,2.05%,$17.95,$0.00,$17.95
Cocktail De Camaron,2,0,$33.90,-$16.95,-$0.00,$16.95,1.94%,$8.48,$0.00,$16.95
Grilled Chicken Fajitas,1,0,$16.95,$0.00,-$0.00,$16.95,1.94%,$16.95,$0.00,$16.95
Bloody Mary,2,0,$16.00,$0.00,-$0.00,$16.00,1.83%,$8.00,$0.00,$0.00
Combination de Uno,2,0,$15.90,$0.00,-$0.00,$15.90,1.82%,$7.95,$0.00,$15.90
IPA Pale Ale,2,0,$15.90,$0.00,-$0.00,$15.90,1.82%,$7.95,$0.00,$0.00
Carne Asada Salad,1,0,$14.95,$0.00,-$0.00,$14.95,1.71%,$14.95,$0.00,$14.95
Filet,1,0,$14.95,$0.00,-$0.00,$14.95,1.71%,$14.95,$0.00,$14.95
Taco Salad,1,0,$13.95,$0.00,-$0.00,$13.95,1.59%,$13.95,$0.00,$13.95
Soft Drink,4,0,$13.00,$0.00,-$0.00,$13.00,1.49%,$3.25,$0.00,$13.00
Carne Asada Burrito,1,0,$12.95,$0.00,-$0.00,$12.95,1.48%,$12.95,$0.00,$12.95
S Shrimp Enchiladas,1,0,$12.95,$0.00,-$0.00,$12.95,1.48%,$12.95,$0.00,$12.95
Don Julio,1,0,$12.00,$0.00,-$0.00,$12.00,1.37%,$12.00,$0.00,$0.00
Carne Asada Fries,1,0,$11.95,$0.00,-$0.00,$11.95,1.37%,$11.95,$0.00,$11.95
Tostada De Ceviche,1,0,$11.95,$0.00,-$0.00,$11.95,1.37%,$11.95,$0.00,$11.95
Montejo,2,0,$15.90,-$4.00,-$0.00,$11.90,1.36%,$5.95,$0.00,$11.90
HH Flauta Appetizer,2,0,$15.90,-$4.78,-$0.00,$11.12,1.27%,$5.56,$0.00,$11.12
Huevos Rancheros,1,0,$9.95,$0.00,-$0.00,$9.95,1.14%,$9.95,$0.00,$9.95
Breakfast Burrito,1,0,$8.95,$0.00,-$0.00,$8.95,1.02%,$8.95,$0.00,$8.95
KIDS Carne Asada Taco,1,0,$8.95,$0.00,-$0.00,$8.95,1.02%,$8.95,$0.00,$8.95
KIDS Cheeseburger,1,0,$8.95,$0.00,-$0.00,$8.95,1.02%,$8.95,$0.00,$8.95
HH Carne Asada Fries,1,0,$11.95,-$3.59,-$0.00,$8.36,0.96%,$8.36,$0.00,$8.36
Bacardi,1,0,$8.00,$0.00,-$0.00,$8.00,0.91%,$8.00,$0.00,$0.00
Coors Light,2,0,$8.00,$0.00,-$0.00,$8.00,0.91%,$4.00,$0.00,$0.00
Cheese Quesadilla,1,0,$7.95,$0.00,-$0.00,$7.95,0.91%,$7.95,$0.00,$7.95
"Flauta Appetizer ",1,0,$7.95,$0.00,-$0.00,$7.95,0.91%,$7.95,$0.00,$7.95
Budweiser,2,0,$8.00,-$2.00,-$0.00,$6.00,0.69%,$3.00,$0.00,$0.00
Chile Relleno,1,0,$6.00,$0.00,-$0.00,$6.00,0.69%,$6.00,$0.00,$6.00
Guacamole half order,1,0,$6.00,$0.00,-$0.00,$6.00,0.69%,$6.00,$0.00,$6.00
Tea,2,0,$5.50,$0.00,-$0.00,$5.50,0.63%,$2.75,$0.00,$5.50
Corona Light,1,0,$5.00,-$1.00,-$0.00,$4.00,0.46%,$4.00,$0.00,$0.00
Enchilada A La Carte,2,0,$5.00,-$1.25,-$0.00,$3.75,0.43%,$1.88,$0.00,$0.00
Side Pico de Gallo,2,0,$3.50,$0.00,-$0.00,$3.50,0.40%,$1.75,$0.00,$3.50
Mimosa,1,0,$3.00,$0.00,-$0.00,$3.00,0.34%,$3.00,$0.00,$3.00
Coffee,1,0,$2.75,$0.00,-$0.00,$2.75,0.31%,$2.75,$0.00,$2.75
Side Rice,1,0,$2.00,$0.00,-$0.00,$2.00,0.23%,$2.00,$0.00,$2.00
Sour Cream,1,0,$1.50,$0.00,-$0.00,$1.50,0.17%,$1.50,$0.00,$1.50
Grilled Chicken Plate,1,0,$16.95,-$16.95,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00
Water,4,0,$0.00,$0.00,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00

TOTAL,116,0,$969.15,-$94.47,$0.00,$874.68,100.00%,$7.54,$0.00,$756.03
